rank,frontend_question_id,title,level,frequency,leetcode_url,slug,codetop_id,leetcode_id,last_seen_time
179,400,第N个数字,中等,29,https://leetcode.cn/problems/nth-digit,nth-digit,1284,1284,2026-04-30T05:10:29.618000Z
180,611,有效三角形的个数,中等,29,https://leetcode.cn/problems/valid-triangle-number,valid-triangle-number,1093,1093,2026-03-03T11:53:29.182000Z
181,679,24 点游戏,困难,29,https://leetcode.cn/problems/24-game,24-game,1027,1027,2025-09-16T06:36:01.609000Z
182,1004,最大连续1的个数 III,中等,28,https://leetcode.cn/problems/max-consecutive-ones-iii,max-consecutive-ones-iii,683,683,2026-05-27T08:29:15.322000Z
183,673,最长递增子序列的个数,中等,28,https://leetcode.cn/problems/number-of-longest-increasing-subsequence,number-of-longest-increasing-subsequence,1033,1033,2026-05-13T00:01:06.205000Z
184,134,加油站,中等,27,https://leetcode.cn/problems/gas-station,gas-station,1550,1550,2026-04-23T16:00:00Z
185,395,至少有K个重复字符的最长子串,中等,27,https://leetcode.cn/problems/longest-substring-with-at-least-k-repeating-characters,longest-substring-with-at-least-k-repeating-characters,1289,1289,2026-04-16T09:41:34.426000Z
186,63,不同路径 II,中等,27,https://leetcode.cn/problems/unique-paths-ii,unique-paths-ii,1621,1621,2026-03-31T16:00:00Z
187,51,N皇后,困难,26,https://leetcode.cn/problems/n-queens,n-queens,1633,1633,2026-04-26T16:00:00Z
188,253,会议室 II,中等,26,https://leetcode.cn/problems/meeting-rooms-ii,meeting-rooms-ii,1431,1431,2026-03-04T03:47:17.138000Z
189,84,柱状图中最大的矩形,困难,26,https://leetcode.cn/problems/largest-rectangle-in-histogram,largest-rectangle-in-histogram,1600,1600,2026-03-01T16:00:00Z
190,316,去除重复字母,中等,25,https://leetcode.cn/problems/remove-duplicate-letters,remove-duplicate-letters,1368,1368,2026-05-08T16:00:00Z
191,264,丑数 II,中等,25,https://leetcode.cn/problems/ugly-number-ii,ugly-number-ii,1420,1420,2025-10-23T09:44:12.175000Z
192,补充题9,36进制加法,中等,25,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/XcKQwnwCh5nZsz-DLHJwzQ,https://mp.weixin.qq.com/s/XcKQwnwCh5nZsz-DLHJwzQ,1911,1911,2025-04-08T16:00:00Z
193,剑指 Offer 29,顺时针打印矩阵,简单,25,https://leetcode.cn/problems/shun-shi-zhen-da-yin-ju-zhen-lcof,shun-shi-zhen-da-yin-ju-zhen-lcof,123,123,2025-04-01T16:00:00Z
194,剑指 Offer 27,二叉树的镜像,简单,25,https://leetcode.cn/problems/er-cha-shu-de-jing-xiang-lcof,er-cha-shu-de-jing-xiang-lcof,128,128,2022-04-19T11:29:13.806000Z
195,692,前K个高频单词,中等,24,https://leetcode.cn/problems/top-k-frequent-words,top-k-frequent-words,1014,1014,2026-06-05T15:46:12.665000Z
196,647,回文子串,中等,24,https://leetcode.cn/problems/palindromic-substrings,palindromic-substrings,1059,1059,2026-04-20T13:38:02.486000Z
197,279,完全平方数,中等,24,https://leetcode.cn/problems/perfect-squares,perfect-squares,1405,1405,2026-03-20T03:42:50.651000Z
198,71,简化路径,中等,24,https://leetcode.cn/problems/simplify-path,simplify-path,1613,1613,2026-03-10T16:00:00Z
199,670,最大交换,中等,24,https://leetcode.cn/problems/maximum-swap,maximum-swap,1036,1036,2026-01-01T07:38:32.371000Z
200,面试题 02.05,链表求和,中等,24,https://leetcode.cn/problems/sum-lists-lcci,sum-lists-lcci,167,167,2025-12-15T13:15:38.579000Z
201,349,两个数组的交集,简单,24,https://leetcode.cn/problems/intersection-of-two-arrays,intersection-of-two-arrays,1335,1335,2025-09-02T16:00:00Z
202,剑指 Offer 39,数组中出现次数超过一半的数字,简单,24,https://leetcode.cn/problems/shu-zu-zhong-chu-xian-ci-shu-chao-guo-yi-ban-de-shu-zi-lcof,shu-zu-zhong-chu-xian-ci-shu-chao-guo-yi-ban-de-shu-zi-lcof,106,106,2025-02-27T11:27:37.274000Z
203,补充题14,阿拉伯数字转中文数字,中等,24,,,1916,1916,2024-07-01T03:46:31.219000Z
204,17,电话号码的字母组合,中等,23,https://leetcode.cn/problems/letter-combinations-of-a-phone-number,letter-combinations-of-a-phone-number,1667,1667,2026-06-05T09:29:50.941000Z
205,343,整数拆分,中等,23,https://leetcode.cn/problems/integer-break,integer-break,1341,1341,2026-06-04T14:11:37.229000Z
206,12,整数转罗马数字,中等,23,https://leetcode.cn/problems/integer-to-roman,integer-to-roman,1672,1672,2026-04-09T16:00:00Z
207,111,二叉树的最小深度,简单,23,https://leetcode.cn/problems/minimum-depth-of-binary-tree,minimum-depth-of-binary-tree,1573,1573,2025-12-17T16:00:00Z
208,443,压缩字符串,中等,23,https://leetcode.cn/problems/string-compression,string-compression,1247,1247,2025-11-05T16:00:00Z
209,344,反转字符串,简单,23,https://leetcode.cn/problems/reverse-string,reverse-string,1340,1340,2024-12-13T16:00:00Z
210,面试题 17.14,最小K个数,中等,22,https://leetcode.cn/problems/smallest-k-lcci,smallest-k-lcci,42,42,2026-06-04T16:00:00Z
211,1044,最长重复子串,困难,22,https://leetcode.cn/problems/longest-duplicate-substring,longest-duplicate-substring,609,609,2026-04-15T15:02:34.646000Z
212,86,分隔链表,中等,22,https://leetcode.cn/problems/partition-list,partition-list,1598,1598,2026-03-23T13:48:47.360000Z
213,18,四数之和,中等,22,https://leetcode.cn/problems/4sum,4sum,1666,1666,2026-03-21T06:18:46.632000Z
214,763,划分字母区间,中等,22,https://leetcode.cn/problems/partition-labels,partition-labels,949,949,2026-01-13T01:53:50.637000Z
215,494,目标和,中等,22,https://leetcode.cn/problems/target-sum,target-sum,1199,1199,2025-05-13T13:21:54.690000Z
216,剑指 Offer 61,扑克牌中的顺子,简单,22,https://leetcode.cn/problems/bu-ke-pai-zhong-de-shun-zi-lcof,bu-ke-pai-zhong-de-shun-zi-lcof,75,75,2025-03-12T07:32:50.744000Z
217,剑指 Offer 52,两个链表的第一个公共节点,简单,22,https://leetcode.cn/problems/liang-ge-lian-biao-de-di-yi-ge-gong-gong-jie-dian-lcof,liang-ge-lian-biao-de-di-yi-ge-gong-gong-jie-dian-lcof,90,90,2024-06-18T07:23:41.448000Z
218,剑指 Offer 03,数组中重复的数字,简单,21,https://leetcode.cn/problems/shu-zu-zhong-zhong-fu-de-shu-zi-lcof,shu-zu-zhong-zhong-fu-de-shu-zi-lcof,141,141,2026-06-10T08:28:50.060000Z
219,378,有序矩阵中第K小的元素,中等,21,https://leetcode.cn/problems/kth-smallest-element-in-a-sorted-matrix,kth-smallest-element-in-a-sorted-matrix,1306,1306,2026-06-02T16:00:00Z
220,380,常数时间插入、删除和获取随机元素,中等,21,https://leetcode.cn/problems/insert-delete-getrandom-o1,insert-delete-getrandom-o1,1304,1304,2026-03-16T14:03:43.132000Z
221,503,下一个更大元素 II,中等,21,https://leetcode.cn/problems/next-greater-element-ii,next-greater-element-ii,1191,1191,2026-03-01T16:00:00Z
222,1444,切披萨的方案数,困难,21,https://leetcode.cn/problems/number-of-ways-of-cutting-a-pizza,number-of-ways-of-cutting-a-pizza,239,239,2025-09-25T16:00:00Z
223,509,斐波那契数,简单,21,https://leetcode.cn/problems/fibonacci-number,fibonacci-number,715,715,2025-09-24T03:08:05.119000Z
224,459,重复的子字符串,简单,21,https://leetcode.cn/problems/repeated-substring-pattern,repeated-substring-pattern,1231,1231,2025-03-24T16:00:00Z
225,168,Excel表列名称,简单,21,https://leetcode.cn/problems/excel-sheet-column-title,excel-sheet-column-title,1516,1516,2024-03-18T16:00:00Z
226,1047,删除字符串中的所有相邻重复项,简单,21,https://leetcode.cn/problems/remove-all-adjacent-duplicates-in-string,remove-all-adjacent-duplicates-in-string,603,603,2023-08-04T11:03:04.530000Z
227,260,只出现一次的数字 III,中等,20,https://leetcode.cn/problems/single-number-iii,single-number-iii,1424,1424,2026-05-27T04:56:48.751000Z
228,191,位1的个数,简单,20,https://leetcode.cn/problems/number-of-1-bits,number-of-1-bits,1493,1493,2026-05-24T16:00:00Z
229,337,打家劫舍 III,中等,20,https://leetcode.cn/problems/house-robber-iii,house-robber-iii,1347,1347,2026-05-12T16:00:00Z
230,剑指 Offer 45,把数组排成最小的数,中等,20,https://leetcode.cn/problems/ba-shu-zu-pai-cheng-zui-xiao-de-shu-lcof,ba-shu-zu-pai-cheng-zui-xiao-de-shu-lcof,93,93,2026-04-08T16:00:00Z
231,6,Z 字形变换,中等,20,https://leetcode.cn/problems/zigzag-conversion,zigzag-conversion,1678,1678,2026-04-02T16:00:00Z
232,剑指 Offer 34,二叉树中和为某一值的路径,中等,20,https://leetcode.cn/problems/er-cha-shu-zhong-he-wei-mou-yi-zhi-de-lu-jing-lcof,er-cha-shu-zhong-he-wei-mou-yi-zhi-de-lu-jing-lcof,99,99,2025-08-27T12:19:56.258000Z
233,37,解数独,困难,20,https://leetcode.cn/problems/sudoku-solver,sudoku-solver,1647,1647,2025-04-22T16:00:00Z
234,567,字符串的排列,中等,20,https://leetcode.cn/problems/permutation-in-string,permutation-in-string,1135,1135,2025-03-11T03:44:41.622000Z
235,556,下一个更大元素 III,中等,20,https://leetcode.cn/problems/next-greater-element-iii,next-greater-element-iii,1144,1144,2025-03-03T14:43:35.363000Z
236,1262,可被三整除的最大和,中等,19,https://leetcode.cn/problems/greatest-sum-divisible-by-three,greatest-sum-divisible-by-three,391,391,2026-04-02T16:00:00Z
237,115,不同的子序列,困难,19,https://leetcode.cn/problems/distinct-subsequences,distinct-subsequences,1569,1569,2025-11-15T08:21:48.216000Z
238,410,分割数组的最大值,困难,19,https://leetcode.cn/problems/split-array-largest-sum,split-array-largest-sum,1274,1274,2025-08-28T12:05:38.030000Z
239,154,寻找旋转排序数组中的最小值 II,困难,19,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array-ii,find-minimum-in-rotated-sorted-array-ii,1530,1530,2025-06-30T13:22:22.122000Z
240,902,最大为 N 的数字组合,困难,18,https://leetcode.cn/problems/numbers-at-most-n-given-digit-set,numbers-at-most-n-given-digit-set,786,786,2026-06-02T16:00:00Z
241,242,有效的字母异位词,简单,18,https://leetcode.cn/problems/valid-anagram,valid-anagram,1442,1442,2026-04-16T11:34:56.904000Z
242,80,删除排序数组中的重复项 II,中等,18,https://leetcode.cn/problems/remove-duplicates-from-sorted-array-ii,remove-duplicates-from-sorted-array-ii,1604,1604,2026-04-15T14:47:51.702000Z
243,528,按权重随机选择,中等,18,https://leetcode.cn/problems/random-pick-with-weight,random-pick-with-weight,812,812,2026-03-25T16:00:00Z
244,622,设计循环队列,中等,18,https://leetcode.cn/problems/design-circular-queue,design-circular-queue,864,864,2026-01-18T16:25:59.537000Z
245,剑指 Offer 48,最长不含重复字符的子字符串,中等,18,https://leetcode.cn/problems/zui-chang-bu-han-zhong-fu-zi-fu-de-zi-zi-fu-chuan-lcof,zui-chang-bu-han-zhong-fu-zi-fu-de-zi-zi-fu-chuan-lcof,84,84,2025-09-24T13:56:17.211000Z
246,301,删除无效的括号,困难,18,https://leetcode.cn/problems/remove-invalid-parentheses,remove-invalid-parentheses,1383,1383,2025-05-16T16:28:14.349000Z
247,426,将二叉搜索树转化为排序的双向链表,中等,18,https://leetcode.cn/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,convert-binary-search-tree-to-sorted-doubly-linked-list,959,959,2025-04-28T04:58:31.199000Z
248,222,完全二叉树的节点个数,中等,18,https://leetcode.cn/problems/count-complete-tree-nodes,count-complete-tree-nodes,1462,1462,2024-11-02T05:28:29.905000Z
249,剑指 Offer 11,旋转数组的最小数字,简单,18,https://leetcode.cn/problems/xuan-zhuan-shu-zu-de-zui-xiao-shu-zi-lcof,xuan-zhuan-shu-zu-de-zui-xiao-shu-zi-lcof,138,138,2024-09-01T16:00:00Z
250,剑指 Offer 53 - I,在排序数组中查找数字 I,简单,18,https://leetcode.cn/problems/zai-pai-xu-shu-zu-zhong-cha-zhao-shu-zi-lcof,zai-pai-xu-shu-zu-zhong-cha-zhao-shu-zi-lcof,87,87,2022-08-07T16:00:00Z
251,49,字母异位词分组,中等,17,https://leetcode.cn/problems/group-anagrams,group-anagrams,1635,1635,2026-06-05T06:56:01.972000Z
252,257,二叉树的所有路径,简单,17,https://leetcode.cn/problems/binary-tree-paths,binary-tree-paths,1427,1427,2026-05-25T08:10:53.365000Z
253,补充题22,IP地址与整数的转换,中等,17,https://leetcode.cn/problems/https://mp.weixin.qq.com/s/UWCuEtNS2kuAuDY-eIbghg,https://mp.weixin.qq.com/s/UWCuEtNS2kuAuDY-eIbghg,1925,1925,2026-05-21T16:00:00Z
254,108,将有序数组转换为二叉搜索树,简单,17,https://leetcode.cn/problems/convert-sorted-array-to-binary-search-tree,convert-sorted-array-to-binary-search-tree,1576,1576,2025-10-25T08:48:33.934000Z
255,188,买卖股票的最佳时机 IV,困难,17,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv,best-time-to-buy-and-sell-stock-iv,1496,1496,2025-10-22T11:50:16.724000Z
256,130,被围绕的区域,中等,17,https://leetcode.cn/problems/surrounded-regions,surrounded-regions,1554,1554,2025-09-28T07:19:15.281000Z
257,剑指 Offer 33,二叉搜索树的后序遍历序列,中等,17,https://leetcode.cn/problems/er-cha-sou-suo-shu-de-hou-xu-bian-li-xu-lie-lcof,er-cha-sou-suo-shu-de-hou-xu-bian-li-xu-lie-lcof,101,101,2025-09-23T07:44:43.358000Z
258,863,二叉树中所有距离为 K 的结点,中等,17,https://leetcode.cn/problems/all-nodes-distance-k-in-binary-tree,all-nodes-distance-k-in-binary-tree,831,831,2025-09-17T23:00:00Z
259,674,最长连续递增序列,简单,17,https://leetcode.cn/problems/longest-continuous-increasing-subsequence,longest-continuous-increasing-subsequence,1032,1032,2025-03-30T16:00:00Z
260,167,两数之和 II - 输入有序数组,简单,17,https://leetcode.cn/problems/two-sum-ii-input-array-is-sorted,two-sum-ii-input-array-is-sorted,1517,1517,2024-12-05T05:21:20.012000Z
261,100,相同的树,简单,17,https://leetcode.cn/problems/same-tree,same-tree,1584,1584,2024-04-26T09:44:26.635000Z
262,557,反转字符串中的单词 III,简单,17,https://leetcode.cn/problems/reverse-words-in-a-string-iii,reverse-words-in-a-string-iii,1143,1143,2022-07-31T16:00:00Z
263,150,逆波兰表达式求值,中等,16,https://leetcode.cn/problems/evaluate-reverse-polish-notation,evaluate-reverse-polish-notation,1534,1534,2026-05-19T09:31:24.517000Z
264,525,连续数组,中等,16,https://leetcode.cn/problems/contiguous-array,contiguous-array,1172,1172,2026-05-06T15:29:11.046000Z
265,862,和至少为 K 的最短子数组,困难,16,https://leetcode.cn/problems/shortest-subarray-with-sum-at-least-k,shortest-subarray-with-sum-at-least-k,832,832,2026-04-22T12:39:13.843000Z
266,235,二叉搜索树的最近公共祖先,简单,16,https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-search-tree,lowest-common-ancestor-of-a-binary-search-tree,1449,1449,2026-03-19T09:38:51.941000Z
267,977,有序数组的平方,简单,16,https://leetcode.cn/problems/squares-of-a-sorted-array,squares-of-a-sorted-array,710,710,2026-01-18T16:00:00Z
268,77,组合,中等,16,https://leetcode.cn/problems/combinations,combinations,1607,1607,2025-06-09T16:00:00Z
269,268,缺失数字,简单,16,https://leetcode.cn/problems/missing-number,missing-number,1416,1416,2023-08-21T16:00:00Z
270,面试题 17.24,最大子矩阵,困难,16,https://leetcode.cn/problems/max-submatrix-lcci,max-submatrix-lcci,17,17,2022-09-08T16:00:00Z
271,946,验证栈序列,中等,15,https://leetcode.cn/problems/validate-stack-sequences,validate-stack-sequences,742,742,2026-06-01T10:06:07.200000Z
272,107,二叉树的层次遍历 II,中等,15,https://leetcode.cn/problems/binary-tree-level-order-traversal-ii,binary-tree-level-order-traversal-ii,1577,1577,2026-05-11T16:00:00Z
273,386,字典序排数,中等,15,https://leetcode.cn/problems/lexicographical-numbers,lexicographical-numbers,1298,1298,2026-05-10T16:00:00Z
274,523,连续的子数组和,中等,15,https://leetcode.cn/problems/continuous-subarray-sum,continuous-subarray-sum,1174,1174,2026-05-07T16:00:00Z
275,994,腐烂的橘子,中等,15,https://leetcode.cn/problems/rotting-oranges,rotting-oranges,693,693,2026-04-21T13:16:34.944000Z
276,540,有序数组中的单一元素,中等,15,https://leetcode.cn/problems/single-element-in-a-sorted-array,single-element-in-a-sorted-array,1159,1159,2026-04-09T17:23:21.740000Z
277,238,除自身以外数组的乘积,中等,15,https://leetcode.cn/problems/product-of-array-except-self,product-of-array-except-self,1446,1446,2026-03-31T07:47:59.351000Z
278,706,设计哈希映射,简单,15,https://leetcode.cn/problems/design-hashmap,design-hashmap,900,900,2026-03-18T15:51:51.963000Z
279,204,计数质数,简单,15,https://leetcode.cn/problems/count-primes,count-primes,1480,1480,2026-03-11T06:51:31.728000Z
280,13,罗马数字转整数,简单,15,https://leetcode.cn/problems/roman-to-integer,roman-to-integer,1671,1671,2025-09-25T13:19:27.170000Z
281,131,分割回文串,中等,15,https://leetcode.cn/problems/palindrome-partitioning,palindrome-partitioning,1553,1553,2025-07-17T14:00:49.074000Z
282,438,找到字符串中所有字母异位词,中等,15,https://leetcode.cn/problems/find-all-anagrams-in-a-string,find-all-anagrams-in-a-string,1252,1252,2025-04-22T16:00:00Z
283,剑指 Offer 32 - III,从上到下打印二叉树 III,中等,15,https://leetcode.cn/problems/cong-shang-dao-xia-da-yin-er-cha-shu-iii-lcof,cong-shang-dao-xia-da-yin-er-cha-shu-iii-lcof,102,102,2024-12-06T07:12:52.543000Z
284,876,链表的中间结点,简单,15,https://leetcode.cn/problems/middle-of-the-linked-list,middle-of-the-linked-list,816,816,2024-08-31T03:28:28.767000Z
285,554,砖墙,中等,15,https://leetcode.cn/problems/brick-wall,brick-wall,1146,1146,2023-08-28T16:00:00Z
286,340,至多包含 K 个不同字符的最长子串,困难,14,https://leetcode.cn/problems/longest-substring-with-at-most-k-distinct-characters,longest-substring-with-at-most-k-distinct-characters,1344,1344,2026-05-13T16:00:00Z
287,680,验证回文字符串 Ⅱ,简单,14,https://leetcode.cn/problems/valid-palindrome-ii,valid-palindrome-ii,1026,1026,2026-04-15T11:43:23.765000Z
288,233,数字 1 的个数,困难,14,https://leetcode.cn/problems/number-of-digit-one,number-of-digit-one,1451,1451,2026-03-12T05:19:21.662000Z
289,109,有序链表转换二叉搜索树,中等,14,https://leetcode.cn/problems/convert-sorted-list-to-binary-search-tree,convert-sorted-list-to-binary-search-tree,1575,1575,2026-01-25T04:49:53.941000Z
290,617,合并二叉树,简单,14,https://leetcode.cn/problems/merge-two-binary-trees,merge-two-binary-trees,1087,1087,2025-10-29T13:31:09.180000Z
291,剑指 Offer 24,反转链表,简单,14,https://leetcode.cn/problems/fan-zhuan-lian-biao-lcof,fan-zhuan-lian-biao-lcof,118,118,2025-10-20T05:24:13.188000Z
292,面试题 08.06,汉诺塔问题,简单,14,https://leetcode.cn/problems/hanota-lcci,hanota-lcci,48,48,2025-09-14T16:00:00Z
293,面试题 10.03,搜索旋转数组,中等,14,https://leetcode.cn/problems/search-rotate-array-lcci,search-rotate-array-lcci,153,153,2025-08-27T16:00:00Z
294,1095,山脉数组中查找目标值,困难,14,https://leetcode.cn/problems/find-in-mountain-array,find-in-mountain-array,547,547,2024-07-08T16:00:00Z
295,剑指 Offer 35,复杂链表的复制,中等,14,https://leetcode.cn/problems/fu-za-lian-biao-de-fu-zhi-lcof,fu-za-lian-biao-de-fu-zhi-lcof,116,116,2023-09-27T02:51:37.228000Z
296,912,排序数组,中等,13,https://leetcode.cn/problems/sort-an-array,sort-an-array,776,776,2026-06-03T11:59:32.913000Z
297,166,分数到小数,中等,13,https://leetcode.cn/problems/fraction-to-recurring-decimal,fraction-to-recurring-decimal,1518,1518,2026-05-07T16:00:00Z
298,735,行星碰撞,中等,13,https://leetcode.cn/problems/asteroid-collision,asteroid-collision,982,982,2026-04-03T11:51:05.618000Z
299,437,路径总和 III,中等,13,https://leetcode.cn/problems/path-sum-iii,path-sum-iii,1253,1253,2026-03-23T16:00:00Z
300,164,最大间距,困难,13,https://leetcode.cn/problems/maximum-gap,maximum-gap,1520,1520,2026-03-14T16:20:21.787000Z
