#separator:tab
#html:true
#notetype:Basic
#tags column:3
#deck column:4
<div class="word">gleam</div><div class="phon">英 /gliːm/ 美 /ɡlim/</div>[sound:yd_gleam_uk.mp3]	<ul class="trans"><li><i>n.</i> 微光<div class="en">a small pale light, especially one that shines for a short time</div></li><li><i>v.</i> 发微光<div class="en">to shine softly</div></li></ul><div class="label">例句</div><ul><li>They saw a sudden gleam of light.<div class="cn">他们看到一道微光一闪而过。</div></li><li>The wooden panelling was gleaming with wax polish.<div class="cn">木嵌板上过蜡显得很光亮。</div></li></ul>	共有	英语::1-六级雅思共有
<div class="word">negligible</div><div class="phon">英 /&#x27;neglɪdʒɪb(ə)l/ 美 /&#x27;nɛɡlɪdʒəbl/</div>[sound:yd_negligible_uk.mp3]	<ul class="trans"><li><i>adj.</i> 微不足道的<div class="en">too slight or unimportant to have any effect</div></li></ul><div class="rem">助记 neg(不) ＋ lig(选择) ＋ ible → 不用选择的 → 可忽略不计的</div><div class="label">例句</div><ul><li>The damage done to his property was negligible.<div class="cn">对他财产造成的损失微不足道。</div></li></ul><div class="rel">同根 neglectful <i>adj.</i> · neglect <i>n.</i> · neglect <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">awful</div><div class="phon">英 /&#x27;ɔːfʊl/ 美 /&#x27;ɔfl/</div>[sound:yd_awful_uk.mp3]	<ul class="trans"><li><i>adj.</i> 威严的；令人崇敬的<div class="en">making you feel great respect or fear</div></li></ul><div class="label">真题</div><ul><li>...Southern states without strong teachers&#x27; ，unions have schools at least as awful as those in union states... <span class="src">2016.6 阅读理解</span></li></ul><div class="label">搭配</div><ul><li>an awful lot — ◎经常</li><li>an awful lot of — 许多，大量的</li><li>awful weather — 气候恶劣；非常糟糕的天气</li></ul><div class="rel">同根 awfully <i>adv.</i> · awfulness <i>n.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">prestige</div><div class="phon">英 /pre&#x27;stiː(d)ʒ/ 美 /prɛ&#x27;stidʒ/</div>[sound:yd_prestige_uk.mp3]	<ul class="trans"><li><i>n.</i> 威望，威信，声望<div class="en">the respect and admiration that someone or something gets because of their success or important position in society</div></li></ul><div class="rem">助记 pres(看作president， 总统) ＋ tige(看作tiger， 老虎) → 总统和老虎都是有威信、 有威望的 → 威信， 威望</div><div class="label">真题</div><ul><li>...place a premium on the prestige of the College... <span class="src">2009.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>The king wanted to enhance his prestige through war.<div class="cn">国王想通过战争来提高自己的威信。</div></li><li>This little-known British firm has now gained considerable prestige .<div class="cn">这家名不见经传的英国公司如今已经声名鹊起。</div></li></ul><div class="rel">同根 prestigious <i>adj.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">crisis</div><div class="phon">英 /&#x27;kraɪsɪs/ 美 /&#x27;kraɪsɪs/</div>[sound:yd_crisis_uk.mp3]	<ul class="trans"><li><i>n.</i> 危机；转折点<div class="en">a situation in which there are a lot of problems that must be dealt with quickly so that the situation does not get worse or more dangerous</div></li></ul><div class="rem">助记 cri(看作cry， 哭) ＋ sis(看作SOS， 求救信号) → 哭喊着发求救信号 → 危机</div><div class="label">真题</div><ul><li>...Africa’s largest in facing a food crisis as major tomato fields have been destroyed by an insect... <span class="src">2017.12 阅读理解</span></li><li>...but it&#x27;s actually foolish: our unemployment crisis could be cured very quickly if we had the intellectual clarity and political will to act... <span class="src">2016.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>The country now faces an economic crisis .<div class="cn">该国目前正面临一场经济危机。</div></li><li>The Prime Minister was criticized for the way in which he handled the crisis .<div class="cn">首相处理危机的方式遭到了批评。</div></li></ul><div class="label">搭配</div><ul><li>financial crisis — 金融危机；财政危机</li><li>economic crisis — 经济危机</li><li>crisis management — 危机管理，处理危急的办法</li><li>credit crisis — 信用危机</li></ul>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">peril</div><div class="phon">英 /&#x27;perɪl; -r(ə)l/ 美 /&#x27;pɛrəl/</div>[sound:yd_peril_uk.mp3]	<ul class="trans"><li><i>n.</i> 危机；危险的事物<div class="en">great danger, especially of being harmed or killed</div></li></ul><div class="label">例句</div><ul><li>a voyage that was fraught with peril<div class="cn">历尽艰险的旅程</div></li></ul><div class="label">搭配</div><ul><li>in peril — 危亡；处于危险之中；冒着危险</li><li>in peril of — 冒着…的危险；使发生危险；有…的危险；在危险中；在危急中</li><li>at the peril of — 冒…的危险</li><li>yellow peril — 黄祸</li></ul><div class="rel">同根 perilous <i>adj.</i> · perilously <i>adv.</i></div>	共有	英语::1-六级雅思共有
<div class="word">dismiss</div><div class="phon">英 /dɪs&#x27;mɪs/ 美 /dɪs&#x27;mɪs/</div>[sound:yd_dismiss_uk.mp3]	<ul class="trans"><li><i>v.</i> 解雇，开除<div class="en">to remove someone from their job</div></li></ul><div class="rem">助记 dis(分开) ＋ miss(送， 放出) → 解雇， 解散</div><div class="label">例句</div><ul><li>Bryant was unfairly dismissed from his post.<div class="cn">布赖恩特被无理免职了。</div></li><li>Employees can be dismissed for sending obscene emails.<div class="cn">员工发送淫秽电子邮件会遭到解雇。</div></li></ul><div class="label">搭配</div><ul><li>dismiss from — 解雇；开除</li></ul><div class="rel">同根 dismissive <i>adj.</i> · dismissible <i>adj.</i> · dismissal <i>n.</i> · dismission <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">mesh</div><div class="phon">英 /meʃ/ 美 /mɛʃ/</div>[sound:yd_mesh_uk.mp3]	<ul class="trans"><li><i>n.</i> 网眼，筛孔，网络<div class="en">material made from threads or wires that have been woven together like a net, or a piece of this material</div></li></ul><div class="label">例句</div><ul><li>The windows were covered in wire mesh to keep out flies.<div class="cn">窗户上装了铁丝纱网，防止苍蝇飞入。</div></li></ul><div class="label">搭配</div><ul><li>wire mesh — 金属丝网；铁丝网</li><li>steel mesh — 钢网；钢丝网</li><li>metal mesh — 金属网；钢丝网</li><li>mesh belt — 网状腰带</li></ul><div class="rel">同根 meshed <i>adj.</i> · meshed <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">web</div><div class="phon">英 /web/ 美 /wɛb/</div>[sound:yd_web_uk.mp3]	<ul class="trans"><li><i>n.</i> 网，网状物<div class="en">a complicated pattern of things that are closely connected to each other</div></li></ul><div class="label">真题</div><ul><li>...by answering email or browsing ing the web under the pretense of so-called research... <span class="src">2017.12 阅读理解</span></li><li>...rather than a web of quantifiable objects or productive potentialities at our disposal... <span class="src">2015.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>a web of streets<div class="cn">纵横交错的街道</div></li><li>We were caught in a tangled web of relationships.<div class="cn">我们陷入了错综复杂的人际关系网络。</div></li></ul><div class="label">搭配</div><ul><li>web site — 网页；网址</li><li>web page — 网页</li><li>world wide web — [计算机]万维网</li><li>web browser — 浏览器</li></ul><div class="rel">同根 webbed <i>adj.</i> · webby <i>adj.</i> · weblike <i>adj.</i> · webbing <i>n.</i> · webber <i>n.</i> · webbed <i>v.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">stubborn</div><div class="phon">英 /&#x27;stʌbən/ 美 /&#x27;stʌbɚn/</div>[sound:yd_stubborn_uk.mp3]	<ul class="trans"><li><i>adj.</i> 顽固的；顽强的<div class="en">determined not to change your mind, even when people think you are being unreasonable</div></li></ul><div class="rem">助记 stub(存根) ＋ born(生) → 像生了根一样 → 顽固的</div><div class="label">真题</div><ul><li>...The new indicator is a &quot;propaganda device&quot; to promote income redistribution by showing that poverty is stubborn or increasing... <span class="src">2012.12 阅读理解</span></li></ul><div class="label">例句</div><ul><li>Why are you so stubborn?<div class="cn">你怎么这么固执？</div></li><li>I’ve got a very stubborn streak (= a tendency to be stubborn ) .<div class="cn">我的个性很固执。</div></li></ul><div class="label">搭配</div><ul><li>facts are stubborn things — 事实是不容改变的东西</li></ul><div class="rel">同根 stubbornly <i>adv.</i> · stubbornness <i>n.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">trifle</div><div class="phon">英 /&#x27;traɪf(ə)l/ 美 /&#x27;traɪfl/</div>[sound:yd_trifle_uk.mp3]	<ul class="trans"><li><i>v.</i> 玩忽；闲混；嬉耍<div class="en">to treat someone or something without respect or not in a serious way</div></li></ul><div class="rem">助记 tri(三) ＋ fle → 分成三份后变得琐碎 → 琐事</div><div class="label">例句</div><ul><li>He’s not a man to be trifled with.<div class="cn">他这个人怠慢不得。</div></li><li>men who trifle with women’s affections<div class="cn">玩弄女性感情的男人</div></li></ul><div class="label">搭配</div><ul><li>trifle with — 玩弄；视同儿戏；心不在焉地做</li><li>mere trifle — 小意思</li></ul><div class="rel">同根 trifling <i>adj.</i> · trifling <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">crooked</div><div class="phon">英 /&#x27;krʊkɪd/ 美 /&#x27;krʊkɪd/</div>[sound:yd_crooked_uk.mp3]	<ul class="trans"><li><i>adj.</i> 弯的，歪的；畸形的<div class="en">bent, twisted, or not in a straight line</div></li></ul><div class="label">例句</div><ul><li>Your tie’s crooked.<div class="cn">你的领带歪了。</div></li><li>narrow crooked streets<div class="cn">狭窄曲折的街道</div></li></ul><div class="label">搭配</div><ul><li>crooked line — 曲线；弯曲测线</li></ul><div class="rel">同根 crookedly <i>adv.</i> · crook <i>n.</i> · crookedness <i>n.</i> · crookneck <i>n.</i> · crook <i>vi.</i> · crook <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">diplomatic</div><div class="phon">英 /dɪplə&#x27;mætɪk/ 美 /,dɪplə&#x27;mætɪk/</div>[sound:yd_diplomatic_uk.mp3]	<ul class="trans"><li><i>adj.</i> 外交的；有策略的<div class="en">relating to or involving the work of diplomats</div></li></ul><div class="label">例句</div><ul><li>Diplomatic efforts to end the fighting began on October 25.<div class="cn">停战的外交努力于10月25日开始。</div></li></ul><div class="label">搭配</div><ul><li>diplomatic relations — 外交关系</li><li>diplomatic ties — 外交关系；邦交</li><li>diplomatic mission — 使馆；外交使团</li><li>establishment of diplomatic relations — 建交；建立外交关系</li></ul><div class="rel">同根 diplomatically <i>adv.</i> · diplomat <i>n.</i> · diplomacy <i>n.</i> · diplomatist <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">alien</div><div class="phon">英 /&#x27;eɪlɪən/ 美 /ˈeliən,ˈeljən/</div>[sound:yd_alien_uk.mp3]	<ul class="trans"><li><i>adj.</i> 外国的<div class="en">belonging to another country or race</div></li><li><i>n.</i> 外国人<div class="en">someone who is not a legal citizen of the country they are living or working in</div></li></ul><div class="rem">助记 “爱恋” → 跨国恋很流行 → 外国的</div><div class="label">例句</div><ul><li>alien cultures<div class="cn">异域文化</div></li><li>illegal aliens entering the country<div class="cn">非法入境的外国人</div></li></ul><div class="label">搭配</div><ul><li>alien from — 相异的</li></ul><div class="rel">同根 alienable <i>adj.</i> · alienation <i>n.</i> · alienage <i>n.</i> · alienator <i>n.</i> · alienate <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">distort</div><div class="phon">英 /dɪ&#x27;stɔːt/ 美 /dɪ&#x27;stɔrt/</div>[sound:yd_distort_uk.mp3]	<ul class="trans"><li><i>v.</i> 歪曲，曲解；扭曲<div class="en">to report something in a way that is not completely true or correct</div></li></ul><div class="rem">助记 dis(分开) ＋ tort(卷缠) → 扭曲； 使变形</div><div class="label">真题</div><ul><li>...but we should not allow these extreme cases to distort our view of most young people... <span class="src">2016.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>His account was badly distorted by the press.<div class="cn">他的话被报界严重歪曲。</div></li><li>an expensive subsidy which distorts the market<div class="cn">扰乱市场秩序的高价补贴</div></li></ul><div class="rel">同根 distorted <i>adj.</i> · distortion <i>n.</i> · distorted <i>v.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">twist</div><div class="phon">英 /twɪst/ 美 /twɪst/</div>[sound:yd_twist_uk.mp3]	<ul class="trans"><li><i>v.</i> 歪曲，曲解<div class="en">to change the true or intended meaning of a statement, especially in order to get some advantage for yourself</div></li></ul><div class="rem">助记 tw(看作two， 两个) ＋ ist(表人) → 两个人扭打在一起 → 扭弯</div><div class="label">例句</div><ul><li>He’s always trying to twist my words and make me look bad.<div class="cn">他总是要曲解我的话，丑化我的形象。</div></li></ul><div class="label">搭配</div><ul><li>twists and turns — 迂回曲折</li><li>twist drill — n. 麻花钻；螺旋钻</li><li>twist and turn — 迂回曲折</li><li>twist angle — 扭转角</li></ul><div class="rel">同根 twisted <i>adj.</i> · twisting <i>adj.</i> · twisty <i>adj.</i> · twisting <i>n.</i> · twisted <i>v.</i> · twisting <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">tile</div><div class="phon">英 /taɪl/ 美 /taɪl/</div>[sound:yd_tile_uk.mp3]	<ul class="trans"><li><i>n.</i> 瓷砖；贴砖；瓦片<div class="en">a flat square piece of baked clay or other material, used for covering walls, floors etc</div></li></ul><div class="rem">助记 秘密文件(file)藏在瓦(tile)下</div><div class="label">例句</div><ul><li>bathroom tiles<div class="cn">浴室瓷砖</div></li><li>...a fine building, with a neat little porch and ornamental tiles on the roof<div class="cn">...一幢精致建筑，有个整洁的小门廊，屋顶上盖着装饰瓦。</div></li></ul><div class="label">搭配</div><ul><li>ceramic tile — n. 瓷砖（有釉或无釉的）</li><li>tile in — 用砖片围住</li><li>floor tile — 地砖；铺地瓷砖</li><li>glazed tile — 釉面砖</li></ul><div class="rel">同根 tiled <i>adj.</i> · tiling <i>n.</i> · tiler <i>n.</i> · tiling <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">haul</div><div class="phon">英 /hɔːl/ 美 /hɔl/</div>[sound:yd_haul_uk.mp3]	<ul class="trans"><li><i>v.</i> 拖曳；拖运<div class="en">to pull something heavy with a continuous steady movement</div></li></ul><div class="rem">助记 hal(呼吸)中间加u → 累得喘气 → 拖</div><div class="label">例句</div><ul><li>the steam locomotive which hauled the train<div class="cn">拖动火车的蒸汽机车</div></li><li>I hauled the door shut behind me.<div class="cn">我用力拽上了门。</div></li></ul><div class="label">搭配</div><ul><li>long haul — 长途运输；长距</li><li>over the long haul — 长远地；从长远观点看</li><li>haul distance — 运距；运输距离；行程长度；运程长度</li><li>for the long haul — 长远地</li></ul><div class="rel">同根 haulage <i>n.</i> · hauler <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">devour</div><div class="phon">英 /dɪ&#x27;vaʊə/ 美 /dɪ&#x27;vaʊɚ/</div>[sound:yd_devour_uk.mp3]	<ul class="trans"><li><i>v.</i> 吞食；吞灭，毁灭<div class="en">to eat something quickly because you are very hungry</div></li></ul><div class="label">例句</div><ul><li>The boys devoured their pancakes.<div class="cn">男孩子们狼吞虎咽地把薄煎饼吃了。</div></li><li>Her body had been almost entirely devoured by the disease.<div class="cn">她的身体几乎完全被疾病摧毁。</div></li></ul><div class="rel">同根 devourer <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">drawback</div><div class="phon">英 /&#x27;drɔːbæk/ 美 /&#x27;drɔbæk/</div>[sound:yd_drawback_uk.mp3]	<ul class="trans"><li><i>n.</i> 妨碍；弊端<div class="en">a disadvantage of a situation, plan, product etc</div></li></ul><div class="rem">助记 draw(拉) ＋ back(向后) → 拖后腿 → 缺点； 不利条件</div><div class="label">真题</div><ul><li>...What is said to be a drawback of the three-year college program... <span class="src">2012.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>It’s a great city – the only drawback is the weather.<div class="cn">这是座很不错的城市，唯一的不足就是天气。</div></li></ul>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">inference</div><div class="phon">英 /&#x27;ɪnf(ə)r(ə)ns/ 美 /&#x27;ɪnfərəns/</div>[sound:yd_inference_uk.mp3]	<ul class="trans"><li><i>n.</i> 推论；推断的结果<div class="en">something that you think is true, based on information that you have</div></li></ul><div class="label">例句</div><ul><li>There were two inferences to be drawn from her letter.<div class="cn">从她的来信可以得到两种推论。</div></li></ul><div class="label">搭配</div><ul><li>inference engine — [计]推理机</li><li>statistical inference — [统]统计推断</li><li>inference method — n. 推理方法</li><li>by inference — 根据推理</li></ul><div class="rel">同根 inferential <i>adj.</i> · infer <i>vi.</i> · infer <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">rational</div><div class="phon">英 /&#x27;ræʃ(ə)n(ə)l/ 美 /&#x27;ræʃnəl/</div>[sound:yd_rational_uk.mp3]	<ul class="trans"><li><i>adj.</i> 合理的；适度的<div class="en">rational thoughts, decisions etc are based on reasons rather than emotions</div></li></ul><div class="label">真题</div><ul><li>...And if we&#x27;re not going to make rational decisions about the future... <span class="src">2015.12 阅读理解</span></li><li>...This mission depends on traditions of rational discourse and vigorous defense of the scientific method... <span class="src">2014.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>Parents need to be fully informed so they can make a rational decision.<div class="cn">父母需要充分了解情况，这样才可以作出合理的决定。</div></li><li>I’m sure there’s a rational explanation for all this.<div class="cn">我相信这一切都有合理的解释。</div></li></ul><div class="label">搭配</div><ul><li>rational design — 合理的设计</li><li>rational choice — 理性选择；理性抉择</li><li>rational analysis — 示构分析；示性分析</li><li>rational thinking — 理性思维</li></ul><div class="rel">同根 rationalistic <i>adj.</i> · rationally <i>adv.</i> · rationale <i>n.</i> · ration <i>n.</i> · rationality <i>n.</i> · rationalize <i>vi.</i> · ration <i>vt.</i> · rationalize <i>vt.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">propulsion</div><div class="phon">英 /prə&#x27;pʌlʃ(ə)n/ 美 /prə&#x27;pʌlʃən/</div>[sound:yd_propulsion_uk.mp3]	<ul class="trans"><li><i>n.</i> 推进，推进力<div class="en">the force that drives a vehicle forward</div></li></ul><div class="label">例句</div><ul><li>research into liquid hydrogen as a means of propulsion<div class="cn">对液态氢作为一种动力方式进行的研究</div></li></ul><div class="label">搭配</div><ul><li>propulsion system — 推进系统，推进装置</li><li>electric propulsion — 电力推进</li><li>jet propulsion — 喷射推进</li><li>jet propulsion laboratory — 喷气推进实验室</li></ul><div class="rel">同根 propulsive <i>adj.</i></div>	共有	英语::1-六级雅思共有
<div class="word">propel</div><div class="phon">英 /prə&#x27;pel/ 美 /prə&#x27;pɛl/</div>[sound:yd_propel_uk.mp3]	<ul class="trans"><li><i>v.</i> 推进，推动<div class="en">to move, drive, or push something forward</div></li></ul><div class="rem">助记 pro(向前) ＋ pel(推) → 推进， 推动</div><div class="label">例句</div><ul><li>a boat propelled by a small motor<div class="cn">由小马达驱动的小船</div></li><li>One of our students was unable to propel her wheelchair up the ramp.<div class="cn">我们有名学生无法把她的轮椅推上坡道。</div></li></ul><div class="rel">同根 propellant <i>adj.</i> · propelling <i>adj.</i> · propellent <i>adj.</i> · propeller <i>n.</i> · propellant <i>n.</i> · propelling <i>n.</i> · propelling <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">recommendation</div><div class="phon">英 /,rekəmen&#x27;deɪʃ(ə)n/ 美 /,rɛkəmɛn&#x27;deʃən/</div>[sound:yd_recommendation_uk.mp3]	<ul class="trans"><li><i>n.</i> 推荐，介绍；建议<div class="en">a suggestion to someone that they should choose a particular thing or person that you think is very good</div></li></ul><div class="label">真题</div><ul><li>...Three letters of recommendation are required to apply to graduate schools... <span class="src">2012.12 听力题</span></li></ul><div class="label">例句</div><ul><li>We chose the hotel on their recommendation (= because they recommended it).<div class="cn">我们根据他们的推荐选了这家酒店。</div></li><li>It&#x27;s best to find a builder through personal recommendation.<div class="cn">最好通过私人介绍寻找施工人员。</div></li></ul><div class="label">搭配</div><ul><li>letter of recommendation — 保荐信，介绍信</li><li>recommendation letter — 推荐信</li><li>on the recommendation of — 通过…的推荐</li></ul><div class="rel">同根 recommend <i>vi.</i> · recommend <i>vt.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">overthrow</div><div class="phon">英 /əʊvə&#x27;θrəʊ/ 美 /,ovɚ&#x27;θro/</div>[sound:yd_overthrow_uk.mp3]	<ul class="trans"><li><i>v.</i> 推翻<div class="en">to remove a leader or government from power, especially by force</div></li><li><i>n.</i> 推翻，瓦解<div class="en">the defeat and removal from power of a leader or government, especially by force</div></li></ul><div class="rem">助记 来自词组throw over 摒弃</div><div class="label">例句</div><ul><li>Rebels were already making plans to overthrow the government.<div class="cn">反叛者已在密谋颠覆政府。</div></li><li>The organization was dedicated to the overthrow of capitalism.<div class="cn">该组织致力于推翻资本主义。</div></li></ul><div class="rel">同根 overturned <i>adj.</i> · overturned <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">impulse</div><div class="phon">英 /&#x27;ɪmpʌls/ 美 /&#x27;ɪmpʌls/</div>[sound:yd_impulse_uk.mp3]	<ul class="trans"><li><i>n.</i> 冲动；推动<div class="en">a sudden strong desire to do something without thinking about whether it is a sensible thing to do</div></li></ul><div class="rem">助记 im(使…) ＋ puls(推) ＋ e → 推动， 驱使</div><div class="label">例句</div><ul><li>a sudden impulse to laugh<div class="cn">突然想笑的冲动</div></li><li>It is the passions which provide the main impulse of music.<div class="cn">激情是音乐创作的主要动力。</div></li></ul><div class="label">搭配</div><ul><li>impulse response — 脉冲响应</li><li>on impulse — 一时冲动，一时心血来潮</li><li>impulse noise — 脉冲噪声，冲激噪声</li><li>impulse voltage — 冲击电压；冲荤压；脉冲电压</li></ul><div class="rel">同根 impulsive <i>adj.</i> · impulsively <i>adv.</i> · impulsiveness <i>n.</i> · impulsion <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">presumably</div><div class="phon">英 /prɪ&#x27;zjuːməblɪ/ 美 /prɪ&#x27;zuməbli/</div>[sound:yd_presumably_uk.mp3]	<ul class="trans"><li><i>adv.</i> 推测起来，大概<div class="en">used to say that you think something is probably true</div></li></ul><div class="label">例句</div><ul><li>It’s raining, which presumably means that your football match will be cancelled.<div class="cn">下雨了，这可能意味着你们的足球比赛要取消。</div></li></ul><div class="rel">同根 presumable <i>adj.</i> · presumptive <i>adj.</i> · presumption <i>n.</i> · presume <i>vi.</i> · presume <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">solidarity</div><div class="phon">英 /,sɒlɪ&#x27;dærɪtɪ/ 美 /,sɑlɪ&#x27;dærəti/</div>[sound:yd_solidarity_uk.mp3]	<ul class="trans"><li><i>n.</i> 团结；休戚相关<div class="en">loyalty and general agreement between all the people in a group, or between different groups, because they all have a shared aim</div></li></ul><div class="rem">助记 solid(固定的) ＋ arity → 成一块固体 → 团结一致</div><div class="label">真题</div><ul><li>...so too did the solidarity it had created... <span class="src">2015.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>a gesture of solidarity<div class="cn">团结的表示</div></li><li>an appeal for worker solidarity<div class="cn">呼吁工人们团结</div></li></ul><div class="rel">同根 solid <i>adj.</i> · solidified <i>adj.</i> · solidly <i>adv.</i> · solid <i>n.</i> · solidification <i>n.</i> · solidifying <i>n.</i> · solidified <i>v.</i> · solidifying <i>v.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">lever</div><div class="phon">英 /&#x27;liːvə/ 美 /&#x27;lɛvɚ/</div>[sound:yd_lever_uk.mp3]	<ul class="trans"><li><i>n.</i> 途径，工具，手段<div class="en">something you use to influence a situation to get the result that you want</div></li></ul><div class="rem">助记 lev(举起， 变轻) ＋ er → 用来举起东西的工具 → 杠杆</div><div class="label">真题</div><ul><li>...The levers and light were set up in exactly the same way except that this time it was only Doris who could see the light indicating which lever to press first... <span class="src">2012.6 阅读理解</span></li><li>...the dolphins were supposed to press the left-hand lever followed by the right-hand one... <span class="src">2012.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>Rich countries use foreign aid as a lever to achieve political aims.<div class="cn">富国利用对外援助作为达到政治目的的手段。</div></li></ul><div class="label">搭配</div><ul><li>release lever — 解锁手柄；分离杆</li><li>lever principle — 杠杆原理</li><li>brake lever — 制动杆</li><li>lever handle — 手柄；杠杆手柄；杆式手柄；手柄操纵杆</li></ul><div class="rel">同根 leverage <i>n.</i> · leveraging <i>n.</i> · leveraging <i>v.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">overtake</div><div class="phon">英 /əʊvə&#x27;teɪk/ 美 /,ovɚ&#x27;tek/</div>[sound:yd_overtake_uk.mp3]	<ul class="trans"><li><i>v.</i> 突然发生；压倒<div class="en">If an event overtakes you, it happens unexpectedly or suddenly.</div></li></ul><div class="label">例句</div><ul><li>Tragedy was shortly to overtake him, however.<div class="cn">然而，不幸将很快降临到他的头上。</div></li><li>Something like panic overtook me...<div class="cn">一种恐慌的感觉袭裹了我。</div></li></ul><div class="rel">同根 overtaking <i>n.</i> · overtaking <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">dizzy</div><div class="phon">英 /&#x27;dɪzɪ/ 美 /&#x27;dɪzi/</div>[sound:yd_dizzy_uk.mp3]	<ul class="trans"><li><i>adj.</i> 头晕眼花的，眩晕的<div class="en">feeling unable to stand steadily, for example because you are looking down from a high place or because you are ill</div></li></ul><div class="rem">助记 di(二) ＋ zz(打鼾声) ＋ y → 室友打鼾， 让人失眠 → 眩晕的</div><div class="label">例句</div><ul><li>The heat and the champagne made him feel dizzy .<div class="cn">高温和香槟酒使他感到眩晕。</div></li><li>She started to suffer from dizzy spells (= a short period when you feel dizzy ) .<div class="cn">她开始感到一阵阵的眩晕。</div></li></ul><div class="label">搭配</div><ul><li>feel dizzy — 头晕；感到晕眩</li></ul><div class="rel">同根 dizzily <i>adv.</i> · dizziness <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">misery</div><div class="phon">英 /&#x27;mɪz(ə)rɪ/ 美 /&#x27;mɪzəri/</div>[sound:yd_misery_uk.mp3]	<ul class="trans"><li><i>n.</i> 痛苦，悲惨，不幸<div class="en">great suffering that is caused for example by being very poor or very sick</div></li></ul><div class="rem">助记 mis(看作miss， 思念) ＋ ery → 相思成灾 → 苦难， 痛苦</div><div class="label">例句</div><ul><li>What we are witnessing here is human misery on a vast scale.<div class="cn">我们在这里所目睹的情景是许许多多的人都生活困苦。</div></li><li>the misery of unemployment<div class="cn">失业的痛苦</div></li></ul>	共有	英语::1-六级雅思共有
<div class="word">torment</div><div class="phon">英 /&#x27;tɔːment/ 美 /&#x27;tɔrmɛnt/</div>[sound:yd_torment_uk.mp3]	<ul class="trans"><li><i>n.</i> 痛苦<div class="en">severe mental or physical suffering</div></li><li><i>v.</i> 折磨<div class="en">to make someone suffer a lot, especially mentally</div></li></ul><div class="label">例句</div><ul><li>She lay awake all night in torment.<div class="cn">她一晚上都醒着，在痛苦中煎熬。</div></li><li>Seth was tormented by feelings of guilt.<div class="cn">塞思被负罪感折磨着。</div></li></ul><div class="rel">同根 tormentor <i>n.</i> · tormenter <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">dominant</div><div class="phon">英 /&#x27;dɒmɪnənt/ 美 /&#x27;dɑmɪnənt/</div>[sound:yd_dominant_uk.mp3]	<ul class="trans"><li><i>adj.</i> 统治的<div class="en">more powerful, important, or noticeable than other people or things</div></li><li><i>n.</i> 主因</li></ul><div class="label">例句</div><ul><li>The firm has achieved a dominant position in the world market.<div class="cn">这家公司在国际市场上占有举足轻重的地位。</div></li></ul><div class="label">搭配</div><ul><li>dominant role — 主要角色</li><li>dominant effect — 显性效应；显性效果</li><li>diagonally dominant — 对角占优；对角优势的</li><li>dominant mode — 主要模型；振荡基型；波基型；振荡</li></ul><div class="rel">同根 dominated <i>adj.</i> · dominating <i>adj.</i> · dominance <i>n.</i> · domination <i>n.</i> · dominated <i>v.</i> · dominating <i>v.</i> · dominate <i>vi.</i> · dominate <i>vt.</i></div>	共有	英语::1-六级雅思共有
